|PC1|PC2|PC3|PC4|Cluster
0|-1.333029237248511|-0.6897434842989743|-0.3059215524399195|-0.7332360907070631|3
1|-0.08772760575048415|-0.7275290321477351|2.067507262688178|2.95601173867101|3
2|0.8289795199016664|-1.305977682711596|-0.8983837952264349|0.4750352960634195|1
3|1.3054913405603596|0.5725437021219649|0.36606949108873776|1.250744118807327|0
4|-0.6903097080201743|0.8421113731137801|-0.47826297874840284|-0.11139164384772673|2
5|-1.5590846260113411|0.7918926039446859|-0.8022471926976167|0.5641768718164257|2
6|-1.6159931827721712|0.4010854287458231|1.5046214457256888|1.1576740780815271|3
7|-0.3059777604866211|-1.1651833886747336|-0.3499115767511538|2.6836093027046495|1
8|0.37756857327289256|-0.46265270367642725|0.6265548959005663|-0.16729501912458833|0
9|-0.23599719040332284|-1.039936932454701|-0.6330525678464817|-0.09992248310407578|1
10|2.646877587546957|-1.1425988448022286|0.8257642979845478|-0.6599127428515137|0
11|0.3713744212529316|-1.3945833352555739|-0.5372214231160344|0.4580398807407184|1
12|0.36920608848033387|-0.30505126993975107|1.5509245207629292|2.099979018507528|3
13|1.273683269658776|0.711039295594132|-1.867964242051727|0.5212786954713567|2
14|-1.248892464507651|-0.19053522542494122|0.7661326043521894|-0.2939037609979884|3
15|0.27848020308439925|-0.9903462843362241|1.035772172693805|0.592733029282518|1
16|0.26211402516978294|1.0346888587598702|-1.6074419137310196|0.08735021664163309|2
17|-2.5117655560913863|1.5336610838921285|-0.04734952634150899|0.43837920828136456|3
18|-0.31905865395323013|1.6295424725735883|-0.2635884815664448|-0.49081943265991407|2
19|-1.9034492855177776|0.7616830784568355|-0.10751403665994129|0.3265849167609896|3
20|0.32556751507133497|-2.5441907116445117|-0.24484780892555522|0.34257735143580226|1
21|-0.9818736946986403|4.213768928148897|-0.23319879050913725|0.5289972716312628|2
22|-0.5592986521070109|0.26196160576584016|1.076268651682843|0.9272298799142344|3
23|-2.249733054815298|-1.3619476025274466|-1.307265032176618|-1.6366808267619655|1
24|0.21854321229210488|-0.8077990699423864|-1.042950754382855|-0.9983029250626626|1
